date_month,sub_month,viewing_sub_count,total_hours_viewed,median_unique_title_count,average_title_view_count,average_hours_viewed
2022-02-01 00:00:00.000000,76,6449,83625.752795,3.0,4.076589147286822,12.9652329915
2022-02-01 00:00:00.000000,66,10687,148893.330489,3.0,4.109187874251497,13.9308879574
2022-10-01 00:00:00.000000,80,7932,94807.504661,2.0,3.2860564800806857,11.9525346270
2023-01-01 00:00:00.000000,36,39944,651186.573694,3.0,4.045913130554513,16.3020797019
2022-05-01 00:00:00.000000,48,15623,212830.975354,3.0,3.8531746031746033,13.6220542341
2022-06-01 00:00:00.000000,34,27810,362442.174278,2.0,3.653410521016864,13.0323316054
2023-04-01 00:00:00.000000,7,375138,5366855.126208,2.0,3.64103438991947,14.3063107974
2023-03-01 00:00:00.000000,21,262297,3276617.147371,2.0,3.229224012382862,12.4919639013
2022-04-01 00:00:00.000000,36,132452,1867380.618560,3.0,3.933047949083826,14.0984395866
2022-10-01 00:00:00.000000,69,10814,130400.449878,2.0,3.285067036523347,12.0573693831
2023-01-01 00:00:00.000000,11,383461,5437577.668292,2.0,3.8841162879242273,14.1802255981
2022-01-01 00:00:00.000000,65,11773,196681.295281,3.0,4.5124002038389674,16.7047133753
2022-07-01 00:00:00.000000,88,23547,304939.807791,2.0,3.423857652454561,12.9497115590
2023-03-01 00:00:00.000000,70,10631,141088.152335,2.0,3.4864076756655065,13.2713904934
2022-11-01 00:00:00.000000,4,651380,9008364.231774,2.0,3.7726860316773134,13.8296392308
2022-11-01 00:00:00.000000,84,5993,75682.329606,2.0,3.5877544210877543,12.6263479489
2023-01-01 00:00:00.000000,10,362595,5212234.902077,3.0,3.964268772959437,14.3747722040
2023-04-01 00:00:00.000000,63,11196,152095.350226,2.0,3.4174332410467088,13.5835804435
2022-10-01 00:00:00.000000,22,596529,8012279.504291,2.0,3.6230499723400333,13.4314778876
2022-12-01 00:00:00.000000,42,31839,470516.570981,3.0,3.970069095477387,14.7775304956
2022-01-01 00:00:00.000000,58,13218,216431.021919,3.0,4.39776079885014,16.3727227414
2022-03-01 00:00:00.000000,62,11563,151518.753523,3.0,3.8002421307506054,13.1026248290
2023-10-01 00:00:00.000000,98,3711,42684.863762,2.0,3.556992724333064,11.5022537758
2023-10-01 00:00:00.000000,2,562941,10294187.541049,3.0,4.643923608335509,18.2864412808
2023-09-01 00:00:00.000000,83,8514,99995.309780,2.0,3.295278365045807,11.7448096993
2024-04-01 00:00:00.000000,101,3695,37157.187960,2.0,3.3791610284167795,10.0560725196
2023-05-01 00:00:00.000000,48,15691,101083.789508,2.0,2.5107386399847047,6.4421508832
2024-04-01 00:00:00.000000,35,202604,3575717.250835,2.0,3.678446624943239,17.6487988926
2024-05-01 00:00:00.000000,61,66889,868713.093092,2.0,3.5298180567806368,12.9873834725
2024-04-01 00:00:00.000000,63,19045,219650.778356,2.0,3.5550013126804934,11.5332516858
2023-08-01 00:00:00.000000,40,61403,949030.613106,3.0,3.9187987557611192,15.4557694755
2023-09-01 00:00:00.000000,7,329145,4832611.788448,2.0,3.7043977578270977,14.6823186998
2023-10-01 00:00:00.000000,53,29295,342441.610141,2.0,3.4380611025772314,11.6894217491
2024-04-01 00:00:00.000000,652,3,100.190827,2.0,3.3333333333333335,33.3969423333
2024-02-01 00:00:00.000000,101,3707,45221.275382,2.0,3.50337199892096,12.1988873434
2023-12-01 00:00:00.000000,23,226762,3213410.506712,2.0,3.810329773066034,14.1708509658
2023-11-01 00:00:00.000000,44,52866,749857.270331,3.0,3.8260507698709945,14.1841121010
2024-05-01 00:00:00.000000,60,23135,277397.887935,2.0,3.393429868165118,11.9903993056
2024-03-01 00:00:00.000000,57,21775,267330.659735,2.0,3.545166475315729,12.2769533747
2024-02-01 00:00:00.000000,108,266,3440.798829,3.0,3.556390977443609,12.9353339436
2023-09-01 00:00:00.000000,47,20254,255905.783149,2.0,3.50281425891182,12.6348268564
2024-04-01 00:00:00.000000,6,343811,5601368.237547,2.0,3.8719703558059515,16.2919983292
