Cost_ID,TITLE_ID,TITLE,SEASON_LEVEL,SEASON_NUMBER,SEASON_FANOUT,MAPPING_TYPE,SOURCE_TITLE_NAME,CONTENT_TYPE,STUDIO,STATUS,AVAIL,REMOVAL_DATE,PROJECT_ID,KIDS_FAMILY,HUB,AIR_YEAR,MAX_SERIES_ID,MAX_MAPPING_TYPE,LOAD_TIMESTAMP,MAPPING_TYPE_TEMP,Assigned Person
Do not use 669,GXRzYtQD_Bb29bAEAAAJK,GXRzYtQD_Bb29bAEAAAJK,,,,title,FARRUKO: EN LETRA DE OTRO,Movies Acquired,3RD PARTY,Committed,8/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Viju
Do not use 5492,GXRzYtQD_Bb29bAEAAAJK,GXRzYtQD_Bb29bAEAAAJK,,,,title,FARRUKO: EN LETRA DE OTRO,Movies Acquired,3RD PARTY,Committed,8/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Viju
Do not use 1085,GYJ6qEgHoVqUOrgEAAAKU,GYJ6qEgHoVqUOrgEAAAKU,,,,title,FAST & FURIOUS 6,Movies Acquired,3RD-PARTY,Committed,1/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Viju
Do not use 1172,GXiYw6gNVn6jCwgEAAASc,GXiYw6gNVn6jCwgEAAASc,,,,title,FAST & FURIOUS PRESENTS: HOBBS & SHAW,Movies Acquired,3RD-PARTY,Committed,12/1/27,,,,HBO Acquired,2027,,,11/3/23,0,Viju
814922,GXiYw6gNVn6jCwgEAAASc,GXiYw6gNVn6jCwgEAAASc,,,,title,FAST & FURIOUS PRESENTS: HOBBS & SHAW,Movies Acquired,UNIVERSAL,Committed,3/14/20,,,,HBO Acquired,2020,,,11/3/23,0,Viju
Do not use 2569,GZIeHUgxmk1StZgEAAAAD,GZIeHUgxmk1StZgEAAAAD,,,,title,FAST COLOR,Movies Acquired,LIONS GATE,Committed,7/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Viju
Do not use 4968,GYJKjag7_r2iFeAEAAABf,GYJKjag7_r2iFeAEAAABf,,,,title,FAST COMPANY,Movies Acquired,SHOUT!,Committed,,,,,HBO Acquired,2021,,,11/3/23,0,Viju
Do not use 3739,GYJKjag7_r2iFeAEAAABf,GYJKjag7_r2iFeAEAAABf,,,,title,FAST COMPANY,Movies Acquired,SHOUT!,Committed,6/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Viju
Do not use 1041,GXdcZZgggO5uAuwEAACxi,GXdcZZgggO5uAuwEAACxi,,,,title,FAST FIVE,Movies Acquired,3RD-PARTY,Committed,1/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Viju
Do not use 1631,,,,,,,ORDINARY LOVE,Movies Acquired,BLEECKER,Committed,9/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Mei-Cheng
MAX-AQ-004230,,,,,,,"OTHER GUYS, THE",Movies Acquired,SONY PICTURES TELEVISION INC.,Committed,6/1/24,,,No,Max Acquired,2024,,,11/3/23,0,Mei-Cheng
MAX-AQ-000117,GYWgsaAnstF-hlAEAAAB1,GYWgsaAnstF-hlAEAAAB1,,,,title,FATAL ATTRACTION,Movies Acquired,PARAMOUNT PICTURES,Committed,,,,No,Max Acquired,1900,,,11/3/23,0,Viju
Do not use 3350,GYWgsaAnstF-hlAEAAAB1,GYWgsaAnstF-hlAEAAAB1,,,,title,FATAL ATTRACTION,Movies Acquired,PARAMOUNT,Committed,12/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Viju
Do not use 4643,GYWgsaAnstF-hlAEAAAB1,GYWgsaAnstF-hlAEAAAB1,,,,title,FATAL ATTRACTION,Movies Acquired,PARAMOUNT,Committed,,,,,HBO Acquired,2021,,,11/3/23,0,Viju
Do not use 1012,GYHmDAQRp2grCFgEAAAAC,GYHmDAQRp2grCFgEAAAAC,,,,title,FATALE,Movies Acquired,3RD-PARTY,Committed,3/12/29,,,,HBO Acquired,2029,,,11/3/23,0,Viju
812272,GYHmDAQRp2grCFgEAAAAC,GYHmDAQRp2grCFgEAAAAC,,,,title,FATALE,Movies Acquired,SUMMIT,Committed,6/12/21,,,,HBO Acquired,2021,,,11/3/23,0,Viju
MAX-AQ-004298,,,,,,,"OTHER GUYS, THE",Movies Acquired,SONY PICTURES TELEVISION INC.,Committed,7/1/24,,,No,Max Acquired,2024,,,11/3/23,0,Mei-Cheng
789254,GWyk5ZgyHY4xamAEAAAGD,GWyk5ZgyHY4xamAEAAAGD,,,,title,FATHER FIGURES,Movies Acquired,WARNER BROS.,Committed,8/20/18,,,,HBO Acquired,2018,,,11/3/23,0,Viju
Do not use 3957,,,,,,,OTHER PEOPLES MONEY,Movies Acquired,WARNER BROS.,Committed,12/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Mei-Cheng
Do not use 5617,,,,,,,OTHER PEOPLES MONEY,Movies Acquired,WB,Committed,,,,,HBO Acquired,2020,,,11/3/23,0,Mei-Cheng
Do not use 5880,,,,,,,OUIJA 2,Movies Acquired,UNI,Committed,3/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Mei-Cheng
Do not use 4599,GXWVAmQuc-YWtLQEAAAhf,GXWVAmQuc-YWtLQEAAAhf,,,,title,FATSO,Movies Acquired,FOX,Committed,,,,,HBO Acquired,2019,,,11/3/23,0,Viju
Do not use 1739,GXWVAmQuc-YWtLQEAAAhf,GXWVAmQuc-YWtLQEAAAhf,,,,title,FATSO,Movies Acquired,FOX,Committed,11/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Viju
Do not use 4359,GYgq9dAs0rBk3owEAAAAC,GYgq9dAs0rBk3owEAAAAC,,,,title,FAY GRIM,Movies Acquired,MAGNOLIA,Committed,10/1/25,,,,HBO Acquired,2025,,,11/3/23,0,Viju
Do not use 4165,GYgq9dAs0rBk3owEAAAAC,GYgq9dAs0rBk3owEAAAAC,,,,title,FAY GRIM,Movies Acquired,MAGNOLIA,Committed,3/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Viju
Do not use 5254,GX6Mz2QaTBsPDHgEAAANd,GX6Mz2QaTBsPDHgEAAANd,,,,title,FEAR,Movies Acquired,UNI,Committed,,,,,HBO Acquired,2020,,,11/3/23,0,Viju
Do not use 3841,GX6Mz2QaTBsPDHgEAAANd,GX6Mz2QaTBsPDHgEAAANd,,,,title,FEAR,Movies Acquired,UNIVERSAL,Committed,10/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Viju
Do not use 5583,GXuEykQmmyZuSkwEAAAqf,GXuEykQmmyZuSkwEAAAqf,,,,title,FEAST OF LOVE,Movies Acquired,MGM,Committed,,,,,HBO Acquired,2020,,,11/3/23,0,Viju
Do not use 2710,GXuEykQmmyZuSkwEAAAqf,GXuEykQmmyZuSkwEAAAqf,,,,title,FEAST OF LOVE,Movies Acquired,MGM,Committed,9/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Viju
Do not use 4760,GXioB8gx8Pp0jqwEAAAAh,GXioB8gx8Pp0jqwEAAAAh,,,,title,FEMME FATALE,Movies Acquired,WB,Committed,,,,,HBO Acquired,2020,,,11/3/23,0,Viju
Do not use 3932,GXioB8gx8Pp0jqwEAAAAh,GXioB8gx8Pp0jqwEAAAAh,,,,title,FEMME FATALE,Movies Acquired,WARNER BROS.,Committed,4/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Viju
Do not use 1069,,,,,,,OUIJA ORIGIN OF EVIL,Movies Acquired,3RD-PARTY,Committed,3/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Mei-Cheng
Do not use 2018,GZRIQ8wxk2axNOgEAAAAH,GZRIQ8wxk2axNOgEAAAAH,,,,title,FEVER PITCH,Movies Acquired,FOX,Committed,11/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Viju
Do not use 2187,GVxqbtA7K2Y-VmQEAAABI,GVxqbtA7K2Y-VmQEAAABI,,,,title,FIERCE PEOPLE,Movies Acquired,LIONS GATE,Committed,3/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Viju
Do not use 5169,GVxqbtA7K2Y-VmQEAAABI,GVxqbtA7K2Y-VmQEAAABI,,,,title,FIERCE PEOPLE,Movies Acquired,LIONS GATE,Committed,,,,,HBO Acquired,2021,,,11/3/23,0,Viju
Do not use 1128,GWZsY3g7FkqTCwgEAAABW,GWZsY3g7FkqTCwgEAAABW,,,,title,FIFTY SHADES DARKER,Movies Acquired,3RD-PARTY,Committed,6/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Viju
Do not use 1142,GW6PB1Q2KABjDwgEAAAD4,GW6PB1Q2KABjDwgEAAAD4,,,,title,FIFTY SHADES FREED,Movies Acquired,3RD-PARTY,Committed,6/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Viju
786020,GW6PB1Q2KABjDwgEAAAD4,GW6PB1Q2KABjDwgEAAAD4,,,,title,FIFTY SHADES FREED,Movies Acquired,UNIVERSAL,Committed,11/1/18,,,,HBO Acquired,2018,,,11/3/23,0,Viju
Do not use 5612,GX5CdJgjJe5O1kAEAAAB4,GX5CdJgjJe5O1kAEAAAB4,,,,title,FIFTY SHADES OF BLACK,Movies Acquired,OPEN ROAD,Committed,,,,,HBO Acquired,2020,,,11/3/23,0,Viju
Do not use 4060,GX5CdJgjJe5O1kAEAAAB4,GX5CdJgjJe5O1kAEAAAB4,,,,title,FIFTY SHADES OF BLACK,Movies Acquired,OPEN ROAD,Committed,12/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Viju
Do not use 1104,GYbTs8gsLuoqlwgEAAAGu,GYbTs8gsLuoqlwgEAAAGu,,,,title,FIFTY SHADES OF GREY,Movies Acquired,3RD-PARTY,Committed,5/3/23,,,,HBO Acquired,2023,,,11/3/23,0,Viju
Do not use 1710,GXSycSQud4r29bAEAAA10,GXSycSQud4r29bAEAAA10,,,,title,FIGHT CLUB,Movies Acquired,FOX,Committed,7/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Viju
Do not use 3699,GXdcWpwyhg6XCPQEAAC1G,GXdcWpwyhg6XCPQEAAC1G,,,,title,FILLY BROWN,Movies Acquired,SHOUT!,Committed,1/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Viju
Do not use 5113,GXdcWpwyhg6XCPQEAAC1G,GXdcWpwyhg6XCPQEAAC1G,,,,title,FILLY BROWN,Movies Acquired,SHOUT!,Committed,,,,,HBO Acquired,2020,,,11/3/23,0,Viju
Do not use 2471,,,,,,,OUR KIND OF TRAITOR,Movies Acquired,LIONS GATE,Committed,5/1/26,,,,HBO Acquired,2026,,,11/3/23,0,Mei-Cheng
Do not use 3966,GV7tzDw35CcJfPwEAAACL,GV7tzDw35CcJfPwEAAACL,,,,title,FINAL ANALYSIS,Movies Acquired,WARNER BROS.,Committed,3/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Viju
Do not use 5383,GV7tzDw35CcJfPwEAAACL,GV7tzDw35CcJfPwEAAACL,,,,title,FINAL ANALYSIS,Movies Acquired,WB,Committed,,,,,HBO Acquired,2021,,,11/3/23,0,Viju
Do not use 5770,GYEZmpgnTi7CgYgEAAAAV,GYEZmpgnTi7CgYgEAAAAV,,,,title,FINAL DESTINATION 5,Movies Acquired,NL,Committed,3/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Viju
Do not use 1362,GYEZmpgnTi7CgYgEAAAAV,GYEZmpgnTi7CgYgEAAAAV,,,,title,FINAL DESTINATION 5,Movies Acquired,INTERCOMPANY,Committed,3/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Viju
MAX-AQ-004190,GYF5OdgPcPITCwgEAAAWF,GYF5OdgPcPITCwgEAAAWF,,,,title,FINAL FANTASY: THE SPIRITS WITHIN,Movies Acquired,SONY PICTURES TELEVISION INC.,Committed,1/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Viju
Do not use 4419,GYIBxygXYdlOUwwEAAAB7,GYIBxygXYdlOUwwEAAAB7,,,,title,FINDING FORRESTER,Movies Acquired,SONY,Committed,9/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Viju
Do not use 3086,GWZsLKQFicMJ3wgEAAAAq,GWZsLKQFicMJ3wgEAAAAq,,,,title,FINDING NEVERLAND,Movies Acquired,MIRAMAX,Committed,3/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Viju
Do not use 5438,GWZsLKQFicMJ3wgEAAAAq,GWZsLKQFicMJ3wgEAAAAq,,,,title,FINDING NEVERLAND,Movies Acquired,MIRAMAX,Committed,,,,,HBO Acquired,2021,,,11/3/23,0,Viju
Do not use 1426,,,,,,,OUT COLD,Movies Acquired,DISNEY,Committed,2/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Mei-Cheng
Do not use 2263,GYgrAegRbKr5mkAEAAAkT,GYgrAegRbKr5mkAEAAAkT,,,,title,FIRE WITH FIRE,Movies Acquired,LIONS GATE,Committed,3/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Viju
MAX-AQ-004193,GYbvoKAZypcPCwwEAAAMo,GYbvoKAZypcPCwwEAAAMo,,,,title,FIRED UP!,Movies Acquired,SONY PICTURES TELEVISION INC.,Committed,9/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Viju
MAX-AQ-004192,GYbvoKAZypcPCwwEAAAMo,GYbvoKAZypcPCwwEAAAMo,,,,title,FIRED UP!,Movies Acquired,SONY PICTURES TELEVISION INC.,Committed,8/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Viju
MAX-AQ-004191,GYbvoKAZypcPCwwEAAAMo,GYbvoKAZypcPCwwEAAAMo,,,,title,FIRED UP!,Movies Acquired,SONY PICTURES TELEVISION INC.,Committed,1/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Viju
Do not use 5255,GXxWboAP5hZpiwwEAAAkG,GXxWboAP5hZpiwwEAAAkG,,,,title,FIRESTARTER,Movies Acquired,UNI,Committed,,,,,HBO Acquired,2020,,,11/3/23,0,Viju
Do not use 3842,GXxWboAP5hZpiwwEAAAkG,GXxWboAP5hZpiwwEAAAkG,,,,title,FIRESTARTER,Movies Acquired,UNIVERSAL,Committed,10/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Viju
Do not use 3869,GXxWboAP5hZpiwwEAAAkG,GXxWboAP5hZpiwwEAAAkG,,,,title,FIRESTARTER,Movies Acquired,UNIVERSAL - APPROVED - ('24/'25 AVAILS),Committed,7/1/24,,,,HBO Acquired,2024,,,11/3/23,0,Viju
Do not use 4545,,,,,,,OUT COLD,Movies Acquired,DISNEY,Committed,,,,,HBO Acquired,2019,,,11/3/23,0,Mei-Cheng
Do not use 3395,GYpACNA8WdMJTrgEAAADO,GYpACNA8WdMJTrgEAAADO,,,,title,FIRST BLOOD,Movies Acquired,PARAMOUNT,Committed,6/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Viju
Do not use 1158,GXs2idQtM71VGwwEAAAIc,GXs2idQtM71VGwwEAAAIc,,,,title,FIRST MAN,Movies Acquired,3RD-PARTY,Committed,3/1/27,,,,HBO Acquired,2027,,,11/3/23,0,Viju
781578,GXs2idQtM71VGwwEAAAIc,GXs2idQtM71VGwwEAAAIc,,,,title,FIRST MAN,Movies Acquired,UNIVERSAL,Committed,7/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Viju
Do not use 1573,GY2lsBQdOgsNbkgEAAAGR,GY2lsBQdOgsNbkgEAAAGR,,,,title,FIRST REFORMED,Movies Acquired,A24,Committed,12/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Viju
Do not use 3745,,,,,,,OUT OF SIGHT,Movies Acquired,UNIVERSAL,Committed,11/1/18,,,,HBO Acquired,2018,,,11/3/23,0,Mei-Cheng
Do not use 3603,,,,,,,OUT OF THE FURNACE,Movies Acquired,RELATIVITY,Committed,7/1/24,,,,HBO Acquired,2024,,,11/3/23,0,Mei-Cheng
Do not use 3589,,,,,,,OUT OF THE FURNACE,Movies Acquired,RELATIVITY,Committed,9/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Mei-Cheng
Do not use 4383,GYiEK0w2WFLKAIgEAAADV,GYiEK0w2WFLKAIgEAAADV,,,,title,FIVE EASY PIECES,Movies Acquired,SONY,Committed,4/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Viju
Do not use 2076,GXTojhwxml4-dUQEAAGUr,GXTojhwxml4-dUQEAAGUr,,,,title,FIVE FINGERS,Movies Acquired,LIONS GATE,Committed,9/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Viju
MAX-AQ-004942,,,,,,,Ocean's 8,Movies Acquired,WB,Committed,4/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Mei-Cheng
Do not use 3525,GYWkP8Ao991LCOAEAAABg,GYWkP8Ao991LCOAEAAABg,,,,title,FLASHDANCE,Movies Acquired,PARAMOUNT,Committed,10/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Viju
Do not use 2629,GYJV1qQ6s3oqymQEAAAAa,GYJV1qQ6s3oqymQEAAAAa,,,,title,FLAWLESS,Movies Acquired,MGM,Committed,11/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Viju
Do not use 4249,GYJV1qQ6s3oqymQEAAAAa,GYJV1qQ6s3oqymQEAAAAa,,,,title,FLAWLESS,Movies Acquired,MAGNOLIA,Committed,7/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Viju
Do not use 4116,GYJV1qQ6s3oqymQEAAAAa,GYJV1qQ6s3oqymQEAAAAa,,,,title,FLAWLESS,Movies Acquired,MAGNOLIA,Committed,9/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Viju
Do not use 5009,GYJV1qQ6s3oqymQEAAAAa,GYJV1qQ6s3oqymQEAAAAa,,,,title,FLAWLESS,Movies Acquired,MAGNOLIA,Committed,,,,,HBO Acquired,2021,,,11/3/23,0,Viju
MAX-AQ-002673,,,,,,,Ocean's 8,Movies Acquired,WB,Committed,7/12/21,,,No,Max Acquired,2021,,,11/3/23,0,Mei-Cheng
Do not use 5319,GYDkusw5DLGmXwwEAAAA7,GYDkusw5DLGmXwwEAAAA7,,,,title,FLED,Movies Acquired,MGM,Committed,,,,,HBO Acquired,2021,,,11/3/23,0,Viju
Do not use 2763,GYDkusw5DLGmXwwEAAAA7,GYDkusw5DLGmXwwEAAAA7,,,,title,FLED,Movies Acquired,MGM,Committed,5/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Viju
Do not use 1758,GXdcbKgPXh6XCPQEAAC2r,GXdcbKgPXh6XCPQEAAC2r,,,,title,FLICKA,Movies Acquired,FOX,Committed,1/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Viju
Do not use 4934,GXdcbKgPXh6XCPQEAAC2r,GXdcbKgPXh6XCPQEAAC2r,,,,title,FLICKA,Movies Acquired,FOX,Committed,,,,,HBO Acquired,2020,,,11/3/23,0,Viju
Do not use 3533,GYWkPZAT1rlVAXQEAAAAu,GYWkPZAT1rlVAXQEAAAAu,,,,title,FLIGHT,Movies Acquired,PARAMOUNT,Committed,10/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Viju
Do not use 3263,GXza6wQWIYsJkwgEAAAQt,GXza6wQWIYsJkwgEAAAQt,,,,title,FLIGHT OF THE INTRUDER,Movies Acquired,PARAMOUNT,Committed,11/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Viju
Do not use 5365,GXza6wQWIYsJkwgEAAAQt,GXza6wQWIYsJkwgEAAAQt,,,,title,FLIGHT OF THE INTRUDER,Movies Acquired,PARAMOUNT,Committed,,,,,HBO Acquired,2020,,,11/3/23,0,Viju
Do not use 1759,GWl5ihQkwQ8JInwEAAAEF,GWl5ihQkwQ8JInwEAAAEF,,,,title,FLIGHT OF THE PHOENIX,Movies Acquired,FOX,Committed,1/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Viju
Do not use 4860,GWl5ihQkwQ8JInwEAAAEF,GWl5ihQkwQ8JInwEAAAEF,,,,title,FLIGHT OF THE PHOENIX,Movies Acquired,FOX,Committed,,,,,HBO Acquired,2020,,,11/3/23,0,Viju
Do not use 5256,GXtxKrwmep5uSkwEAAAe6,GXtxKrwmep5uSkwEAAAe6,,,,title,FLIPPER,Movies Acquired,UNI,Committed,,,,,HBO Acquired,2020,,,11/3/23,0,Viju
Do not use 3837,GXtxKrwmep5uSkwEAAAe6,GXtxKrwmep5uSkwEAAAe6,,,,title,FLIPPER,Movies Acquired,UNIVERSAL,Committed,8/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Viju
Do not use 3007,GXSyccAfw0U6olAEAAA4R,GXSyccAfw0U6olAEAAA4R,,,,title,FLIRTING WITH DISASTER,Movies Acquired,MIRAMAX,Committed,5/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Viju
Do not use 4706,GXSyccAfw0U6olAEAAA4R,GXSyccAfw0U6olAEAAA4R,,,,title,FLIRTING WITH DISASTER,Movies Acquired,MIRAMAX,Committed,,,,,HBO Acquired,2019,,,11/3/23,0,Viju
MAX-AQ-004195,GYgQ40wdWQsLCHAEAAAAi,GYgQ40wdWQsLCHAEAAAAi,,,,title,FLY AWAY HOME,Movies Acquired,SONY PICTURES TELEVISION INC.,Committed,6/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Viju
MAX-AQ-004194,GYgQ40wdWQsLCHAEAAAAi,GYgQ40wdWQsLCHAEAAAAi,,,,title,FLY AWAY HOME,Movies Acquired,SONY PICTURES TELEVISION INC.,Committed,3/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Viju
Do not use 2073,GVphJ3wVTwJubspQIAABY,GVphJ3wVTwJubspQIAABY,,,,title,FLY ME TO THE MOON,Movies Acquired,LIONS GATE,Committed,8/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Viju
Do not use 1276,GYGJEsgigDiVQwwEAAACB,GYGJEsgigDiVQwwEAAACB,,,,title,FOCUS,Movies Acquired,INTERCOMPANY,Committed,4/10/23,,,,HBO Acquired,2023,,,11/3/23,0,Viju
MAX-AQ-004916,,,,,,,Ocean's 8,Movies Acquired,WB,Committed,3/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Mei-Cheng
MAX-AQ-002672,,,,,,,Ocean's 8,Movies Acquired,WB,Committed,1/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Mei-Cheng
MAX-AQ-004893,,,,,,,Ocean's 8,Movies Acquired,WB,Committed,1/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Mei-Cheng
MAX-AQ-007638,,,,,,,Ocean's 8,Movies Acquired,WB,Committed,9/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Mei-Cheng
MAX-AQ-007544,,,,,,,Ocean's 8,Movies Acquired,WB,Committed,8/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Mei-Cheng
MAX-AQ-004967,,,,,,,Ocean's 8,Movies Acquired,WB,Committed,5/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Mei-Cheng
Do not use 4465,GYzMPZwreEJWnwgEAAACf,GYzMPZwreEJWnwgEAAACf,,,,title,FOOLS RUSH IN,Movies Acquired,SONY,Committed,2/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Viju
Do not use 4407,GYzMPZwreEJWnwgEAAACf,GYzMPZwreEJWnwgEAAACf,,,,title,FOOLS RUSH IN,Movies Acquired,SONY,Committed,6/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Viju
Do not use 3465,GYACp9QIVOGfCwwEAAADR,GYACp9QIVOGfCwwEAAADR,,,,title,FOOTLOOSE,Movies Acquired,PARAMOUNT,Committed,2/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Viju
Do not use 2896,GYQyCyQ5V38LCwgEAAAAY,GYQyCyQ5V38LCwgEAAAAY,,,,title,FOR A FEW DOLLARS MORE,Movies Acquired,MGM,Committed,7/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Viju
MAX-AQ-003711,GYQyCyQ5V38LCwgEAAAAY,GYQyCyQ5V38LCwgEAAAAY,,,,title,FOR A FEW DOLLARS MORE,Movies Acquired,MGM,Committed,9/15/21,,,No,Max Acquired,2021,,,11/3/23,0,Viju
Do not use 2222,GYK0UOgL9jZsjcQEAAABn,GYK0UOgL9jZsjcQEAAABn,,,,title,FOR COLORED GIRLS,Movies Acquired,LIONS GATE,Committed,7/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Viju
Do not use 5374,GYK0UOgL9jZsjcQEAAABn,GYK0UOgL9jZsjcQEAAABn,,,,title,FOR COLORED GIRLS,Movies Acquired,LIONS GATE,Committed,,,,,HBO Acquired,2021,,,11/3/23,0,Viju
Do not use 3560,GW_MMFgPluarCXQEAAAGp,GW_MMFgPluarCXQEAAAGp,,,,title,FOR GREATER GLORY: THE TRUE STORY OF CRISTIADA,Movies Acquired,RELATIVITY,Committed,1/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Viju
Do not use 3570,GW_MMFgPluarCXQEAAAGp,GW_MMFgPluarCXQEAAAGp,,,,title,FOR GREATER GLORY: THE TRUE STORY OF CRISTIADA,Movies Acquired,RELATIVITY,Committed,9/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Viju
Do not use 3757,GXSycFAhlkJVLqQEAAAls,GXSycFAhlkJVLqQEAAAls,,,,title,FOR LOVE OF THE GAME,Movies Acquired,UNIVERSAL,Committed,2/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Viju
Do not use 3989,GZFl_5gdLCnSfmgEAAAoA,GZFl_5gdLCnSfmgEAAAoA,,,,title,FOR YOUR CONSIDERATION,Movies Acquired,WARNER BROS.,Committed,8/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Viju
Do not use 4928,GZFl_5gdLCnSfmgEAAAoA,GZFl_5gdLCnSfmgEAAAoA,,,,title,FOR YOUR CONSIDERATION,Movies Acquired,WB,Committed,,,,,HBO Acquired,2021,,,11/3/23,0,Viju
MAX-AQ-006558,,,,,,,Ocean's 8,Movies Acquired,WB,Committed,4/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Mei-Cheng
Do not use 4307,GYcsPVwT-AINPrQEAAAIJ,GYcsPVwT-AINPrQEAAAIJ,,,,title,FORCE MAJEURE,Movies Acquired,MAGNOLIA,Committed,12/1/24,,,,HBO Acquired,2024,,,11/3/23,0,Viju
Do not use 4201,GYcsPVwT-AINPrQEAAAIJ,GYcsPVwT-AINPrQEAAAIJ,,,,title,FORCE MAJEURE,Movies Acquired,MAGNOLIA,Committed,2/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Viju
Do not use 3247,GXm_gpQzLW54_wwEAAEdP,GXm_gpQzLW54_wwEAAEdP,,,,title,FORCES OF NATURE,Movies Acquired,PARAMOUNT,Committed,6/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Viju
Do not use 5540,GXm_gpQzLW54_wwEAAEdP,GXm_gpQzLW54_wwEAAEdP,,,,title,FORCES OF NATURE,Movies Acquired,PARAMOUNT,Committed,,,,,HBO Acquired,2020,,,11/3/23,0,Viju
MAX-AQ-003491,,,,,,,Ocean's Eleven (1960),Movies Acquired,WB,Committed,1/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Mei-Cheng
MAX-AQ-000859,,,,,,,Ocean's Eleven (1960),Movies Acquired,WB,Committed,,,,No,Max Acquired,1900,,,11/3/23,0,Mei-Cheng
MAX-AQ-002869,,,,,,,Ocean's Eleven (1960),Movies Acquired,WB,Committed,5/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Mei-Cheng
MAX-AQ-006559,,,,,,,Ocean's Eleven (1960),Movies Acquired,WB,Committed,4/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Mei-Cheng
