Cost_ID,TITLE_ID,TITLE,SEASON_LEVEL,SEASON_NUMBER,SEASON_FANOUT,MAPPING_TYPE,SOURCE_TITLE_NAME,CONTENT_TYPE,STUDIO,STATUS,AVAIL,REMOVAL_DATE,PROJECT_ID,KIDS_FAMILY,HUB,AIR_YEAR,MAX_SERIES_ID,MAX_MAPPING_TYPE,LOAD_TIMESTAMP,MAPPING_TYPE_TEMP,Assigned Person
HBO-OP-000579,,,,,,unmatchable,2025 TBD Docuseries C,Documentary Series Original,,Uncommitted,,,2025 TBD Docuseries C,No,HBO OP,,,,11/3/23,0,Harshitha
HBO-OP-000617,,,,,,unmatchable,2025 TBD Docuseries D,Documentary Series Original,,Uncommitted,,,2025 TBD Docuseries D,No,HBO OP,,,,11/3/23,0,Harshitha
HBO-OP-001024,,,,,,unmatchable,2025 TBD Docuseries E,Documentary Series Original,,Uncommitted,,,2025 TBD Docuseries E,No,HBO OP,,,,11/3/23,0,Harshitha
HBO-OP-001020,,,,,,unmatchable,2025 TBD Docuseries F,Documentary Series Original,,Uncommitted,,,2025 TBD Docuseries F,No,HBO OP,,,,11/3/23,0,Harshitha
HBO-OP-000997,,,,,,unmatchable,2025 TBD Half Hour A S1,Comedy Series Original,,Uncommitted,,,2025 TBD Half Hour A S1,No,HBO OP,2025,,,11/3/23,0,Harshitha
HBO-OP-001203,,,,,,unmatchable,2025 TBD Half Hour A S2,Comedy Series Original,,Uncommitted,,,WCF-10024316,No,HBO OP,2026,,,11/3/23,0,Harshitha
HBO-OP-000998,,,,,,unmatchable,2025 TBD Half Hour B S1,Comedy Series Original,,Uncommitted,,,2025 TBD Half Hour B S1,No,HBO OP,2025,,,11/3/23,0,Harshitha
HBO-OP-001204,,,,,,unmatchable,2025 TBD Half Hour B S2,Comedy Series Original,,Uncommitted,,,Syanon,No,HBO OP,2026,,,11/3/23,0,Harshitha
HBO-OP-001056,,,,,,unmatchable,2025 TBD Half Hour C S1,Comedy Series Original,,Uncommitted,,,2025 TBD Half Hour C S1,No,HBO OP,,,,11/3/23,0,Harshitha
HBO-OP-000613,,,,,,unmatchable,2025 TBD Hour A S1,Drama Series Original,,Uncommitted,,,2025 TBD Hour A S1,No,HBO OP,,,,11/3/23,0,Harshitha
HBO-OP-000911,,,,,,unmatchable,2025 TBD Limited Series A S1,Drama Series Original,,Uncommitted,,,2025 TBD Limited Series A S1,No,HBO OP,2025,,,11/3/23,0,Harshitha
HBO-OP-000600,,,,,,unmatchable,2025 TBD Specials,Special Original,,Uncommitted,,,2025 TBD Specials,No,HBO OP,2025,,,11/3/23,0,Harshitha
MAX-AQ-007407,,,,,,unmatchable,2026 - Amort,"Development, Overall Deals, Other",WB,Uncommitted,1/1/26,,,No,Max Acquired,2026,,,11/3/23,0,Harshitha
MAX-AQ-007411,,,,,,unmatchable,2026 - Amort,"Development, Overall Deals, Other",HBO INT. - SERIES,Committed,1/1/26,,,No,Max Acquired,2026,,,11/3/23,0,Harshitha
MAX-AQ-007402,,,,,,unmatchable,2026 - Amort,"Development, Overall Deals, Other",WB,Committed,1/1/26,,,No,Max Acquired,2026,,,11/3/23,0,Harshitha
MAX-AQ-007415,,,,,,unmatchable,2026 - Cash,"Development, Overall Deals, Other",HBO INT. - SERIES,Committed,1/1/26,,,No,Max Acquired,2026,,,11/3/23,0,Harshitha
MAX-AQ-007377,,,,,,unmatchable,2026 Extensions,"Development, Overall Deals, Other",WB,Uncommitted,1/1/26,,,No,Max Acquired,2026,,,11/3/23,0,Harshitha
MAX-AQ-007382,,,,,,unmatchable,2026 Premieres - Amort,"Development, Overall Deals, Other",TURNER,Committed,1/1/27,,,No,Max Acquired,2027,,,11/3/23,0,Harshitha
HBO-OP-000598,,,,,,unmatchable,2026 TBD Documentaries,Documentary Feature Original,,Uncommitted,,,2025 TBD Documentaries,No,HBO OP,,,,11/3/23,0,Harshitha
HBO-OP-001205,,,,,,unmatchable,2026 TBD Hour A S1,Comedy Series Original,,Uncommitted,,,WCF-10024281,No,HBO OP,2026,,,11/3/23,0,Harshitha
HBO-OP-001206,,,,,,unmatchable,2026 TBD Hour B S1,Comedy Series Original,,Uncommitted,,,WCF-10024469,No,HBO OP,2026,,,11/3/23,0,Harshitha
HBO-OP-001183,,,,,,unmatchable,2026 TBD Specials,Special Original,,Uncommitted,,,WCF-10021785,No,HBO OP,2026,,,11/3/23,0,Harshitha
MAX-AQ-007403,,,,,,unmatchable,2027 - Amort,"Development, Overall Deals, Other",WB,Committed,1/1/27,,,No,Max Acquired,2027,,,11/3/23,0,Harshitha
MAX-AQ-007413,,,,,,unmatchable,2027 - Amort,"Development, Overall Deals, Other",HBO INT. - SERIES,Committed,1/1/28,,,No,Max Acquired,2028,,,11/3/23,0,Harshitha
MAX-AQ-007408,,,,,,unmatchable,2027 - Amort,"Development, Overall Deals, Other",WB,Uncommitted,1/1/27,,,No,Max Acquired,2027,,,11/3/23,0,Harshitha
MAX-AQ-007412,,,,,,unmatchable,2027 - Amort,"Development, Overall Deals, Other",HBO INT. - SERIES,Committed,1/1/27,,,No,Max Acquired,2027,,,11/3/23,0,Harshitha
MAX-AQ-007416,,,,,,unmatchable,2027 - Cash,"Development, Overall Deals, Other",HBO INT. - SERIES,Committed,1/1/27,,,No,Max Acquired,2027,,,11/3/23,0,Harshitha
MAX-AQ-007378,,,,,,unmatchable,2027 Extensions,"Development, Overall Deals, Other",WB,Uncommitted,1/1/27,,,No,Max Acquired,2027,,,11/3/23,0,Harshitha
MAX-AQ-007383,,,,,,unmatchable,2027 Premieres - Amort,"Development, Overall Deals, Other",TURNER,Committed,1/1/28,,,No,Max Acquired,2028,,,11/3/23,0,Harshitha
MAX-OP-001004,,,,,,unmatchable,2027-2028 Residuals,"Development, Overall Deals, Other",TP,Committed,,,,No,Max OP,,,,11/3/23,0,Harshitha
MAX-AQ-007409,,,,,,unmatchable,2028 - Amort,"Development, Overall Deals, Other",WB,Uncommitted,1/1/28,,,No,Max Acquired,2028,,,11/3/23,0,Harshitha
MAX-AQ-007404,,,,,,unmatchable,2028 - Amort,"Development, Overall Deals, Other",WB,Committed,1/1/28,,,No,Max Acquired,2028,,,11/3/23,0,Harshitha
MAX-AQ-007417,,,,,,unmatchable,2028 - Cash,"Development, Overall Deals, Other",HBO INT. - SERIES,Committed,1/1/28,,,No,Max Acquired,2028,,,11/3/23,0,Harshitha
MAX-AQ-007379,,,,,,unmatchable,2028 Extensions,"Development, Overall Deals, Other",WB,Uncommitted,1/1/28,,,No,Max Acquired,2028,,,11/3/23,0,Harshitha
Do not use 1588,GZJIDIQMphKd9XQEAAA3g,GZJIDIQMphKd9XQEAAA3g,,,,title,20TH CENTURY WOMEN,Movies Acquired,A24,Committed,7/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Harshitha
Do not use 3593,GYdYj2gcRB8JjwgEAAAAO,GYdYj2gcRB8JjwgEAAAAO,,,,title,21 & OVER,Movies Acquired,RELATIVITY,Committed,9/1/24,,,,HBO Acquired,2024,,,11/3/23,0,Harshitha
Do not use 3577,GYdYj2gcRB8JjwgEAAAAO,GYdYj2gcRB8JjwgEAAAAO,,,,title,21 & OVER,Movies Acquired,RELATIVITY,Committed,2/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Harshitha
MAX-AQ-004275,GYgvG3wvsi44KtwEAAAmc,,,,,manual,21 JUMP STREET (2012),Movies Acquired,SONY PICTURES TELEVISION INC.,Committed,10/1/24,,,No,Max Acquired,2024,,,11/3/23,0,Harshitha
MAX-AQ-004276,GYg_N_Q1CaGkXpQEAAAAG,,,,,manual,22 JUMP STREET,Movies Acquired,SONY PICTURES TELEVISION INC.,Committed,10/1/24,,,No,Max Acquired,2024,,,11/3/23,0,Harshitha
Do not use 5696,GYBNigwS8d4YUkAEAAADi,GYBNigwS8d4YUkAEAAADi,,,,title,27 DRESSES,Movies Acquired,FOX,Committed,,,,,HBO Acquired,2021,,,11/3/23,0,Harshitha
Do not use 1829,GYBNigwS8d4YUkAEAAADi,GYBNigwS8d4YUkAEAAADi,,,,title,27 DRESSES,Movies Acquired,FOX,Committed,3/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Harshitha
Do not use 1846,GV7tzLgeWEoORngEAAACT,GV7tzLgeWEoORngEAAACT,,,,title,28 DAYS LATER,Movies Acquired,FOX,Committed,8/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Harshitha
Do not use 5192,GV7tzLgeWEoORngEAAACT,GV7tzLgeWEoORngEAAACT,,,,title,28 DAYS LATER,Movies Acquired,FOX,Committed,,,,,HBO Acquired,2021,,,11/3/23,0,Harshitha
Do not use 1847,GYM09_wI0UYahwwEAAABN,GYM09_wI0UYahwwEAAABN,,,,title,28 WEEKS LATER,Movies Acquired,FOX,Committed,8/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Harshitha
Do not use 5193,GYM09_wI0UYahwwEAAABN,GYM09_wI0UYahwwEAAABN,,,,title,28 WEEKS LATER,Movies Acquired,FOX,Committed,,,,,HBO Acquired,2021,,,11/3/23,0,Harshitha
Do not use 4358,GYebhQAerZbeZGAEAABlO,GYebhQAerZbeZGAEAABlO,,,,title,2:22,Movies Acquired,MAGNOLIA,Committed,10/1/25,,,,HBO Acquired,2025,,,11/3/23,0,Harshitha
Do not use 4160,GYebhQAerZbeZGAEAABlO,GYebhQAerZbeZGAEAABlO,,,,title,2:22,Movies Acquired,MAGNOLIA,Committed,2/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Harshitha
HBO-OP-000813,,,,,,unmatchable ,2nd Run Residuals,"Development, Overall Deals, Other",,Committed,,,2nd Run Residuals,No,HBO OP,,,,11/3/23,0,Harshitha
Do not use 3601,GYgKeZQU0WGmAkQEAAAGV,,,,,manual,3 DAYS TO KILL,Movies Acquired,RELATIVITY,Committed,8/1/24,,,,HBO Acquired,2024,,,11/3/23,0,Harshitha
Do not use 3587,GYgKeZQU0WGmAkQEAAAGV,,,,,manual,3 DAYS TO KILL,Movies Acquired,RELATIVITY,Committed,11/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Harshitha
Do not use 3612,GYgKeZQU0WGmAkQEAAAGV,,,,,manual,3 DAYS TO KILL,Movies Acquired,RELATIVITY,Committed,11/1/26,,,,HBO Acquired,2026,,,11/3/23,0,Harshitha
MAX-AQ-007195,,,,,,,Soundtracks,Documentary Series Acquired,CNN,Committed,5/23/23,,,No,Max Acquired,2023,,,11/3/23,0,Colin
MAX-AQ-004162,GYbvoAAtufsLCwwEAAAAD,GYbvoAAtufsLCwwEAAAAD,,,,title,3 NINJAS KNUCKLE UP,Movies Acquired,SONY PICTURES TELEVISION INC.,Committed,1/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Harshitha
MAX-AQ-004163,GYbvoAAevJ4qlwgEAAANt,GYbvoAAevJ4qlwgEAAANt,,,,title,3 NINJAS: HIGH NOON AT MEGA MOUNTAIN,Movies Acquired,SONY PICTURES TELEVISION INC.,Committed,1/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Harshitha
Do not use 5563,GX4h8rwVrhsPCwwEAAAIl,,,,,manual,30 COINS (EPS 1-8),Movies Acquired,INTERCOM,Committed,12/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Harshitha
Do not use 469,GX4h8rwVrhsPCwwEAAAIl,,,,,manual,30 COINS (EPS 1-8),Movies Acquired,INTERCOMPANY,Committed,12/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Harshitha
HBO-OP-000307,GX4h8rwVrhsPCwwEAAAIl,,,,,manual,30 Coins S1,International Content Original,,Committed,,,WCF-10021991,No,HBO OP,,,,11/3/23,1,Harshitha
MAX-AQ-007588,GYJWdJAUshsPCwgEAAABc,GYJWdJAUshsPCwgEAAABc,,,,title,300,Movies Acquired,WB,Committed,9/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Harshitha
MAX-AQ-007464,GYJWdJAUshsPCwgEAAABc,GYJWdJAUshsPCwgEAAABc,,,,title,300,Movies Acquired,WB,Committed,8/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Harshitha
MAX-AQ-003789,GYJWdJAUshsPCwgEAAABc,GYJWdJAUshsPCwgEAAABc,,,,title,300,Movies Acquired,WB,Committed,6/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Harshitha
MAX-AQ-003992,GYJWdJAUshsPCwgEAAABc,GYJWdJAUshsPCwgEAAABc,,,,title,300,Movies Acquired,WB,Committed,1/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Harshitha
MAX-AQ-004375,GYJWdJAUshsPCwgEAAABc,GYJWdJAUshsPCwgEAAABc,,,,title,300,Movies Acquired,WB,Committed,7/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Harshitha
MAX-AQ-004376,GYJWdJAUshsPCwgEAAABc,GYJWdJAUshsPCwgEAAABc,,,,title,300,Movies Acquired,WB,Committed,11/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Harshitha
MAX-AQ-004377,GYJWdJAUshsPCwgEAAABc,GYJWdJAUshsPCwgEAAABc,,,,title,300,Movies Acquired,WB,Committed,12/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Harshitha
MAX-AQ-007463,GYJWdJAUshsPCwgEAAABc,GYJWdJAUshsPCwgEAAABc,,,,title,300,Movies Acquired,WB,Committed,7/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Harshitha
Do not use 1270,GYGX9Uw0f6Ze6wgEAAABz,GYGX9Uw0f6Ze6wgEAAABz,,,,title,300: RISE OF AN EMPIRE,Movies Acquired,INTERCOMPANY,Committed,11/3/22,,,,HBO Acquired,2022,,,11/3/23,0,Harshitha
MAX-AQ-004877,GYGX9Uw0f6Ze6wgEAAABz,GYGX9Uw0f6Ze6wgEAAABz,,,,title,300: Rise of an Empire,Movies Acquired,WB,Committed,2/3/22,,,No,Max Acquired,2022,,,11/3/23,0,Harshitha
MAX-AQ-004876,GYGX9Uw0f6Ze6wgEAAABz,GYGX9Uw0f6Ze6wgEAAABz,,,,title,300: Rise of an Empire,Movies Acquired,WB,Committed,1/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Harshitha
MAX-AQ-003923,GYGX9Uw0f6Ze6wgEAAABz,GYGX9Uw0f6Ze6wgEAAABz,,,,title,300: Rise of an Empire,Movies Acquired,WB,Committed,7/3/22,,,No,Max Acquired,2022,,,11/3/23,0,Harshitha
MAX-AQ-003876,GYGX9Uw0f6Ze6wgEAAABz,GYGX9Uw0f6Ze6wgEAAABz,,,,title,300: Rise of an Empire,Movies Acquired,WB,Committed,5/3/22,,,No,Max Acquired,2022,,,11/3/23,0,Harshitha
MAX-AQ-003219,GYGX9Uw0f6Ze6wgEAAABz,GYGX9Uw0f6Ze6wgEAAABz,,,,title,300: Rise of an Empire,Movies Acquired,WB,Committed,12/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Harshitha
MAX-AQ-002573,GYGX9Uw0f6Ze6wgEAAABz,GYGX9Uw0f6Ze6wgEAAABz,,,,title,300: Rise of an Empire,Movies Acquired,WB,Committed,5/3/21,,,No,Max Acquired,2021,,,11/3/23,0,Harshitha
MAX-AQ-004900,GYGX9Uw0f6Ze6wgEAAABz,GYGX9Uw0f6Ze6wgEAAABz,,,,title,300: Rise of an Empire,Movies Acquired,WB,Committed,3/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Harshitha
MAX-AQ-004925,GYGX9Uw0f6Ze6wgEAAABz,GYGX9Uw0f6Ze6wgEAAABz,,,,title,300: Rise of an Empire,Movies Acquired,WB,Committed,4/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Harshitha
HBO-OP-000450,GYymzdAQ4K7uujQEAAAAC,GYymzdAQ4K7uujQEAAAAC,,,,title,38 At The Garden,Documentary Feature Original,,Committed,,,SPT-10024289,No,HBO OP,2022,,,11/3/23,0,Harshitha
MAX-AQ-000181,GY1l65gsbX8LDwgEAAABI,GY1l65gsbX8LDwgEAAABI,,,,title,3:10 TO YUMA,Movies Acquired,"LIONS GATE ENTERTAINMENT, INC.",Committed,6/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Harshitha
Do not use 2250,GY1l65gsbX8LDwgEAAABI,GY1l65gsbX8LDwgEAAABI,,,,title,3:10 TO YUMA,Movies Acquired,LIONS GATE,Committed,2/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Harshitha
MAX-AQ-004164,GY1l65gsbX8LDwgEAAABI,,,,,manual,3:10 TO YUMA (1957),Movies Acquired,SONY PICTURES TELEVISION INC.,Committed,12/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Harshitha
MAX-AQ-002371,,,,,,unmatchable,3rd Party Kids and Family 2021,Kids Content Acquired,,Uncommitted,12/1/21,,,Yes,Max Acquired,2021,,,11/3/23,0,Harshitha
MAX-AQ-002372,,,,,,unmatchable,3rd Party Kids and Family 2022,Kids Content Acquired,,Uncommitted,12/1/22,,,Yes,Max Acquired,2022,,,11/3/23,0,Harshitha
MAX-AQ-002373,,,,,,unmatchable,3rd Party Kids and Family 2023,Kids Content Acquired,,Uncommitted,7/1/23,,,Yes,Max Acquired,2023,,,11/3/23,0,Harshitha
MAX-AQ-002374,,,,,,unmatchable,3rd Party Kids and Family 2024,Kids Content Acquired,,Uncommitted,1/1/24,,,Yes,Max Acquired,2024,,,11/3/23,0,Harshitha
MAX-AQ-002375,,,,,,unmatchable,3rd Party Kids and Family 2025,Kids Content Acquired,,Uncommitted,1/1/25,,,Yes,Max Acquired,2025,,,11/3/23,0,Harshitha
MAX-AQ-001722,GX85kwgLK4sJXjwEAAAAJ,,,,,manual,4 Blocks Season 1 & 2,International Content Acquired,TURNER BROADCASTING SYSTEM EUROPE LIMITED,Committed,12/17/20,,,No,Max Acquired,2020,,,11/3/23,0,Harshitha
MAX-AQ-001723,GX85kwgLK4sJXjwEAAAAJ,,,,,manual,4 Blocks Season 3,International Content Acquired,TURNER BROADCASTING SYSTEM EUROPE LIMITED,Committed,12/17/20,,,No,Max Acquired,2020,,,11/3/23,0,Harshitha
Do not use 3078,GX5Ch4wS9K5O1kAEAAACE,GX5Ch4wS9K5O1kAEAAACE,,,,title,40 DAYS AND 40 NIGHTS,Movies Acquired,MIRAMAX,Committed,12/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Harshitha
Do not use 5643,GX5Ch4wS9K5O1kAEAAACE,GX5Ch4wS9K5O1kAEAAACE,,,,title,40 DAYS AND 40 NIGHTS,Movies Acquired,MIRAMAX,Committed,,,,,HBO Acquired,2020,,,11/3/23,0,Harshitha
MAX-AQ-000066,GX5Ch4wS9K5O1kAEAAACE,,,,,manual,40 Days And 40 Nights (Library),Movies Acquired,MIRAMAX FILMS/FILMYARD HOLDINGS,Committed,,,,No,Max Acquired,1900,,,11/3/23,0,Harshitha
MAX-AQ-003746,GX5Ch4wS9K5O1kAEAAACE,,,,,manual,40 Means Nothing,International Content Original,HBO INT. - SERIES,Committed,2/3/22,,,No,Max Acquired,2022,,,11/3/23,0,Harshitha
HBO-OP-000033,GX68e4QFhuY6hqQEAAAC7,GX68e4QFhuY6hqQEAAAC7,,,,title,40 Years a Prisoner,Documentary Feature Original,,Committed,,,WCF-10020304,No,HBO OP,2020,,,11/3/23,0,Harshitha
MAX-AQ-003189,GXoZnDAxGkbDCYwEAAALk,GXoZnDAxGkbDCYwEAAALk,,,,title,42,Movies Acquired,WB,Committed,4/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Harshitha
MAX-AQ-003991,GXoZnDAxGkbDCYwEAAALk,GXoZnDAxGkbDCYwEAAALk,,,,title,42,Movies Acquired,WB,Committed,5/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Harshitha
MAX-AQ-004339,GXoZnDAxGkbDCYwEAAALk,GXoZnDAxGkbDCYwEAAALk,,,,title,42,Movies Acquired,WB,Committed,1/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Harshitha
MAX-AQ-004340,GXoZnDAxGkbDCYwEAAALk,GXoZnDAxGkbDCYwEAAALk,,,,title,42,Movies Acquired,WB,Committed,4/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Harshitha
MAX-AQ-004372,GXoZnDAxGkbDCYwEAAALk,GXoZnDAxGkbDCYwEAAALk,,,,title,42,Movies Acquired,WB,Committed,2/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Harshitha
MAX-AQ-004373,GXoZnDAxGkbDCYwEAAALk,GXoZnDAxGkbDCYwEAAALk,,,,title,42,Movies Acquired,WB,Committed,3/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Harshitha
MAX-AQ-004374,GXoZnDAxGkbDCYwEAAALk,GXoZnDAxGkbDCYwEAAALk,,,,title,42,Movies Acquired,WB,Committed,10/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Harshitha
MAX-AQ-007080,GXoZnDAxGkbDCYwEAAALk,GXoZnDAxGkbDCYwEAAALk,,,,title,42,Movies Acquired,WB,Committed,2/1/25,,,No,Max Acquired,2025,,,11/3/23,0,Harshitha
MAX-AQ-005878,GXoZnDAxGkbDCYwEAAALk,GXoZnDAxGkbDCYwEAAALk,,,,title,42,Movies Acquired,WB,Committed,2/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Harshitha
MAX-AQ-002571,GXoZnDAxGkbDCYwEAAALk,GXoZnDAxGkbDCYwEAAALk,,,,title,42,Movies Acquired,WB,Committed,12/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Harshitha
MAX-AQ-006998,GXjiQGwgNPMPDwwEAAAIR,GXjiQGwgNPMPDwwEAAAIR,,,,title,42nd Street,Movies Acquired,WB,Committed,5/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Harshitha
MAX-AQ-005887,GXjiQGwgNPMPDwwEAAAIR,GXjiQGwgNPMPDwwEAAAIR,,,,title,42nd Street,Movies Acquired,WB,Committed,4/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Harshitha
MAX-AQ-005886,GXjiQGwgNPMPDwwEAAAIR,GXjiQGwgNPMPDwwEAAAIR,,,,title,42nd Street,Movies Acquired,WB,Committed,1/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Harshitha
MAX-AQ-000761,GXjiQGwgNPMPDwwEAAAIR,GXjiQGwgNPMPDwwEAAAIR,,,,title,42nd Street,Movies Acquired,WB,Committed,,,,No,Max Acquired,1900,,,11/3/23,0,Harshitha
MAX-AQ-002574,GXjiQGwgNPMPDwwEAAAIR,GXjiQGwgNPMPDwwEAAAIR,,,,title,42nd Street,Movies Acquired,WB,Committed,1/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Harshitha
MAX-AQ-003236,GXjiQGwgNPMPDwwEAAAIR,GXjiQGwgNPMPDwwEAAAIR,,,,title,42nd Street,Movies Acquired,WB,Committed,10/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Harshitha
MAX-AQ-004381,GXjiQGwgNPMPDwwEAAAIR,GXjiQGwgNPMPDwwEAAAIR,,,,title,42nd Street,Movies Acquired,WB,Committed,5/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Harshitha
Do not use 1092,GYF4TjQOX7MLCOQEAAAJ-,GYF4TjQOX7MLCOQEAAAJ-,,,,title,47 RONIN,Movies Acquired,3RD-PARTY,Committed,5/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Harshitha
Do not use 741,,,,,,unmatchable,5 ABFF FILMS - TO REVERSE,Movies Acquired,3RD PARTY,Committed,2/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Harshitha
HBO-OP-000034,GXRt4WgXg3JVLqQEAAAGF,,,,,manual,5 New Ways,Documentary Feature Original,,Committed,,,WCF-10018372,No,HBO OP,2019,,,11/3/23,1,Harshitha
Do not use 4506,GYl1qnApG6sNFwwEAAAAC,GYl1qnApG6sNFwwEAAAAC,,,,title,50 FIRST DATES,Movies Acquired,SONY - APPROVED  - ('24/'25 AVAILS),Committed,10/1/25,,,,HBO Acquired,2025,,,11/3/23,0,Harshitha
MAX-AQ-002235,GYl1qnApG6sNFwwEAAAAC,GYl1qnApG6sNFwwEAAAAC,,,,title,50 FIRST DATES,Movies Acquired,SONY PICTURES TELEVISION INC.,Committed,11/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Harshitha
MAX-AQ-002236,GYl1qnApG6sNFwwEAAAAC,GYl1qnApG6sNFwwEAAAAC,,,,title,50 FIRST DATES,Movies Acquired,SONY PICTURES TELEVISION INC.,Committed,5/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Harshitha
Do not use 2394,GYr22VwVeNniVwwEAAAAM,,,,,manual,50/50,Movies Acquired,LIONS GATE,Committed,6/1/24,,,,HBO Acquired,2024,,,11/3/23,0,Harshitha
Do not use 1954,GWguNqA1Yl8MgNAEAAAGc,,,,,manual,500 DAYS OF SUMMER,Movies Acquired,FOX,Committed,11/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Harshitha
HBO-OP-000035,GX2yucwOp151xmgEAAAAF,GX2yucwOp151xmgEAAAAF,,,,title,537 Votes,Documentary Feature Original,,Committed,,,WCF-10022299,No,HBO OP,2020,,,11/3/23,0,Harshitha
Do not use 3021,GXTotawbtblzCNQEAAFa-,GXTotawbtblzCNQEAAFa-,,,,title,54,Movies Acquired,MIRAMAX,Committed,9/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Harshitha
Do not use 5096,GXTotawbtblzCNQEAAFa-,GXTotawbtblzCNQEAAFa-,,,,title,54,Movies Acquired,MIRAMAX,Committed,,,,,HBO Acquired,2019,,,11/3/23,0,Harshitha
HBO-OP-000473,,,,,,,Steve Way Special,Special Original,,Uncommitted,,,WCF-10023385,No,HBO OP,,,,11/3/23,0,Colin
Do not use 2257,GYgQBNApd2qnDRgEAAAAD,,,,,manual,71,Movies Acquired,LIONS GATE,Committed,3/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Harshitha
MAX-OP-000156,GYVa1tgIVjinDwwEAAABA,,,,,manual,8 Bit Christmas,Movies Original,NEW LINE CINEMA,Committed,,,DTC1072,No,Max OP,2021,,,11/3/23,0,Harshitha
Do not use 2622,GXV1ySg6D1oWtLQEAAAa1,GXV1ySg6D1oWtLQEAAAa1,,,,title,8 HEADS IN A DUFFEL BAG,Movies Acquired,MGM,Committed,10/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Harshitha
Do not use 4882,GXV1ySg6D1oWtLQEAAAa1,GXV1ySg6D1oWtLQEAAAa1,,,,title,8 HEADS IN A DUFFEL BAG,Movies Acquired,MGM,Committed,,,,,HBO Acquired,2019,,,11/3/23,0,Harshitha
Do not use 3840,GXxWbrQ5gmZpiwwEAAAkN,GXxWbrQ5gmZpiwwEAAAkN,,,,title,8 MILE,Movies Acquired,UNIVERSAL,Committed,10/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Harshitha
Do not use 5523,GXxWbrQ5gmZpiwwEAAAkN,GXxWbrQ5gmZpiwwEAAAkN,,,,title,8 MILE,Movies Acquired,UNI,Committed,,,,,HBO Acquired,2020,,,11/3/23,0,Harshitha
Do not use 4427,GYUA0UQlpesLCwgEAAAF0,,,,,manual,88 MINUTES,Movies Acquired,SONY,Committed,1/1/24,,,,HBO Acquired,2024,,,11/3/23,0,Harshitha
MAX-AQ-005888,GX-IltgXOB55fKwEAAACP,GX-IltgXOB55fKwEAAACP,,,,title,9 1/2 Weeks,Movies Acquired,WB,Committed,1/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Harshitha
MAX-AQ-005233,GX-IltgXOB55fKwEAAACP,GX-IltgXOB55fKwEAAACP,,,,title,9 1/2 Weeks,Movies Acquired,WB,Committed,9/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Harshitha
