,title_series,season_number,ckg_match_id,region,tenure_grp,request_date_pst,days_since_season_premiere_date_pst,sub_count
0,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,,2022-09-06,16,0
1,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,0,2022-09-08,18,0
2,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,,2022-09-08,18,0
3,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,4-6,2022-09-08,18,0
4,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-8,2022-09-03,13,0
5,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,1,2024-06-29,13,1284
6,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,1,2023-02-12,9,0
7,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,13+,2022-08-28,7,0
8,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,6-12,2023-02-10,7,0
9,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,2,2024-06-23,7,1223
10,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,4-6,2024-06-23,7,237780
11,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,,2024-07-03,17,2
12,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,0,2024-06-21,5,456
13,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,4-6,2024-06-21,5,1384
14,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,1,2023-02-24,21,0
15,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-4,2022-09-11,21,0
16,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,0,2024-07-07,21,152
17,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,6-12,2024-07-08,22,10281
18,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,1,2022-08-25,4,0
19,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,6-12,2024-06-20,4,3112
20,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,1,2024-06-20,4,39971
21,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-4,2022-09-02,12,0
22,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,13+,2022-09-02,12,0
23,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-8,2022-09-02,12,0
24,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,,2023-02-15,12,0
25,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-7,2022-09-18,28,0
26,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,2,2022-09-11,21,0
27,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,13+,2024-07-07,21,2767323
28,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,4-6,2022-09-10,20,0
29,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,6-12,2024-07-06,20,67687
30,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-3,2022-08-31,10,0
31,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,13+,2022-08-31,10,0
32,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,1,2022-08-22,1,0
33,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,1,2022-09-09,19,0
34,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,1,2024-07-05,19,1381
35,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,2,2024-07-05,19,16149
36,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-4,2022-08-29,8,0
37,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,1,2024-06-24,8,203540
38,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,13+,2023-02-05,2,0
39,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,2,2024-06-18,2,674
40,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,4-6,2022-09-17,27,0
41,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,13+,2023-02-15,12,0
42,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,2,2024-06-28,12,12027
43,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,4-6,2024-06-28,12,821
44,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,13+,2023-02-15,3,0
45,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,6-12,2023-02-06,3,0
46,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,0,2022-08-26,5,0
47,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,2,2023-02-08,5,0
48,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,,2024-06-21,5,48
49,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,2,2024-06-21,5,466
50,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,,2024-06-30,14,197
51,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,2,2024-06-30,14,93715
52,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-6,2022-09-14,24,0
53,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,,2023-02-27,24,0
54,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,1,2023-02-22,19,0
55,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,0,2024-07-05,19,934
56,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,13+,2022-09-08,18,0
57,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,4-6,2022-09-16,26,0
58,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,1,2023-02-18,15,0
59,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,4-6,2024-07-01,15,3812
60,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,6-12,2024-07-01,15,7088
61,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,13+,2022-09-13,23,0
62,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,4-6,2023-02-16,13,0
63,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,0,2022-09-03,13,0
64,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-3,2022-09-03,13,0
65,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,4-6,2024-06-29,13,1002
66,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,6-12,2024-06-17,1,284664
67,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,6-12,2022-08-30,9,0
68,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,0,2023-02-12,9,0
69,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,13+,2024-06-25,9,903298
70,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,2,2024-06-24,8,1218
71,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-1,2022-08-31,10,0
72,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,4-6,2022-08-29,8,0
73,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,6-12,2022-08-29,8,0
74,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-6,2022-09-01,11,0
75,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,-1,2023-02-07,4,0
76,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-3,2022-08-25,4,0
77,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,2,2023-02-07,4,0
78,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,0,2024-06-20,4,623
79,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,2,2023-02-03,0,0
80,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,4-6,2023-02-03,0,0
81,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-8,2022-09-13,23,0
82,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,0,2022-09-16,26,0
83,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,,2023-03-01,26,0
84,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-3,2022-08-27,6,0
85,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,0,2023-02-09,6,0
86,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,1,2023-02-09,6,0
87,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,2,2022-08-27,6,0
88,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,2,2024-06-22,6,443
89,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-2,2022-09-13,23,0
90,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,,2023-02-24,12,0
91,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,13+,2023-02-16,13,0
92,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-4,2022-09-03,13,0
93,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,2,2024-07-02,16,908
94,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,4-6,2024-07-02,16,88136
95,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,2,2023-02-09,6,0
96,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,,2022-08-27,6,0
97,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,,2022-09-05,15,0
98,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-1,2022-09-06,16,0
99,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,,2023-02-19,16,0
100,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,13+,2023-02-18,15,0
101,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,0,2024-06-23,7,105980
102,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,6-12,2022-09-17,27,0
103,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,0,2024-06-19,3,21102
104,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,4-6,2023-02-28,25,0
105,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,-1,2023-03-02,27,0
106,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,2,2023-02-14,11,0
107,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,2,2024-06-27,11,318
108,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,4-6,2024-06-27,11,34974
109,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,6-12,2024-06-27,11,59925
110,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,13+,2024-06-30,14,2509420
111,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,4-6,2022-08-22,1,0
112,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-7,2022-08-22,1,0
113,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,13+,2024-06-17,1,33291
114,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,,2024-06-20,4,1
115,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,1,2024-06-20,4,1784
116,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,2,2024-06-20,4,566
117,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,4-6,2022-09-02,12,0
118,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,2,2024-06-28,12,324
119,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-4,2022-08-28,7,0
120,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,1,2023-02-10,7,0
121,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,4-6,2022-08-28,7,0
122,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,1,2024-06-23,7,4164
123,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,13+,2024-06-23,7,2573537
124,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,6-12,2024-06-23,7,6382
125,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,4-6,2024-07-03,17,58297
126,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,4-6,2023-02-09,6,0
127,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,13+,2024-06-22,6,15361
128,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-7,2022-09-15,25,0
129,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-1,2022-09-15,25,0
130,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,13+,2023-02-28,25,0
131,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-8,2022-08-28,7,0
132,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-6,2022-08-27,6,0
133,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,13+,2022-08-27,6,0
134,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,1,2022-08-27,6,0
135,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,13+,2024-06-22,6,387357
136,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,,2024-06-19,3,51
137,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-4,2022-08-25,4,0
138,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-2,2022-08-25,4,0
139,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,0,2024-06-20,4,14363
140,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,13+,2023-02-07,4,0
141,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,6-12,2022-08-27,6,0
142,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-1,2022-08-27,6,0
143,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,,2023-02-09,6,0
144,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,13+,2024-07-01,15,1900378
145,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,1,2024-07-01,15,248828
146,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,1,2023-02-07,4,0
147,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,4-6,2024-06-20,4,38515
148,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,,2022-08-22,1,0
149,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,13+,2023-02-04,1,0
150,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,1,2024-06-17,1,164262
151,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-6,2022-08-23,2,0
152,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,1,2023-02-14,11,0
153,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,13+,2022-09-01,11,0
154,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,6-12,2024-06-21,5,56518
155,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-2,2022-09-09,19,0
156,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,,2022-08-31,10,0
157,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,6-12,2022-08-31,10,0
158,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,2,2024-06-26,10,551
159,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-1,2022-09-13,23,0
160,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,1,2023-02-26,23,0
161,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,0,2024-06-24,8,37758
162,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-1,2022-09-08,18,0
163,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,1,2023-02-20,17,0
164,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-4,2022-09-08,18,0
165,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,4-6,2023-02-04,1,0
166,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,2,2023-02-10,7,0
167,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,0,2024-06-21,5,12630
168,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,4-6,2024-06-22,6,35530
169,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,2,2022-08-23,2,0
170,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-2,2022-09-10,20,0
171,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,0,2024-07-06,20,870
172,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,6-12,2024-07-06,20,1732
173,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-2,2022-09-02,12,0
174,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,0,2024-06-28,12,103
175,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-2,2022-08-26,5,0
176,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,2,2024-06-21,5,10260
177,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,0,2022-09-13,23,0
178,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,4-6,2023-02-15,12,0
179,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-4,2022-09-15,25,0
180,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-5,2022-09-15,25,0
181,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,0,2023-02-28,25,0
182,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,2,2022-09-05,15,0
183,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-8,2022-09-10,20,0
184,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-3,2022-09-10,20,0
185,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,13+,2024-07-06,20,11421
186,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,2,2023-02-24,21,0
187,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,0,2024-07-07,21,7723
188,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,0,2023-02-21,18,0
189,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,4-6,2023-02-21,18,0
190,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,1,2023-02-21,18,0
191,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,4-6,2024-07-04,18,44193
192,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,6-12,2024-06-25,9,3876
193,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,13+,2022-09-18,28,0
194,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,13+,2023-02-25,22,0
195,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,,2023-02-17,14,0
